timestamp_s;timestamp_origin;sd_block_id;cyc_condition;cyc_charged;age_type;age_temp;age_soc;age_chg_rate;age_dischg_rate;age_profile;v_max_target_V;v_min_target_V;i_chg_max_A;i_dischg_min_A;i_chg_cutoff_A;i_dischg_cutoff_A;cap_aged_est_Ah;soh_cap;delta_q_Ah;delta_q_chg_Ah;delta_q_dischg_Ah;delta_e_Wh;delta_e_chg_Wh;delta_e_dischg_Wh;coulomb_efficiency;energy_efficiency;ocv_est_start_V;ocv_est_end_V;soc_est_start;soc_est_end;t_start_degC;t_end_degC;cyc_duration_s;num_cycles_op;num_cycles_checkup;total_q_chg_CU_RT_Ah;total_q_dischg_CU_RT_Ah;total_q_chg_cyc_OT_Ah;total_q_dischg_cyc_OT_Ah;total_q_chg_other_RT_Ah;total_q_dischg_other_RT_Ah;total_q_chg_other_OT_Ah;total_q_dischg_other_OT_Ah;total_q_chg_sum_Ah;total_q_dischg_sum_Ah;total_e_chg_CU_RT_Wh;total_e_dischg_CU_RT_Wh;total_e_chg_cyc_OT_Wh;total_e_dischg_cyc_OT_Wh;total_e_chg_other_RT_Wh;total_e_dischg_other_RT_Wh;total_e_chg_other_OT_Wh;total_e_dischg_other_OT_Wh;total_e_chg_sum_Wh;total_e_dischg_sum_Wh;uptime_ticks
1698910304.000;1;8630615552;0;1;1;40;100;0.00;0.00;0;4.0923;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.052785;0.052785;0.000000;0.216011;0.216011;0.000000;nan;nan;4.0758;4.0873;85.7893;87.8839;39.37;39.40;877.30;0;19;54.02;54.03;3.02;2.87;51.28;57.76;54.20;46.23;162.51;160.89;206.15;197.72;12.71;12.07;192.03;210.54;208.68;170.92;619.57;591.25;668131440
1698916849.000;1;8632302080;0;0;1;40;100;0.00;0.00;0;4.2000;3.9279;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-0.456749;0.000000;-0.456749;-1.815328;0.000000;-1.815328;nan;nan;4.0817;3.9280;87.6498;69.6106;39.48;39.43;2306.10;0;19;54.02;54.03;3.02;2.87;51.28;57.76;54.23;46.73;162.55;161.38;206.15;197.72;12.71;12.07;192.03;210.54;208.83;172.89;619.72;593.22;668755685
1698921179.000;1;8633418240;0;0;1;40;100;0.00;0.00;0;4.2000;3.7271;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-0.536738;0.000000;-0.536738;-2.036361;0.000000;-2.036361;nan;nan;3.9377;3.7272;70.4925;49.2942;39.44;39.40;2502.70;0;19;54.02;54.03;3.02;2.87;51.28;57.76;54.27;47.30;162.59;161.95;206.15;197.72;12.71;12.07;192.03;210.54;208.98;175.07;619.87;595.40;669168752
1698925340.000;1;8634491392;0;0;1;40;100;0.00;0.00;0;4.2000;3.5676;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-0.488572;0.000000;-0.488572;-1.765622;0.000000;-1.765622;nan;nan;3.7385;3.5736;50.2432;30.9471;39.51;39.39;2326.40;0;19;54.02;54.03;3.02;2.87;51.28;57.76;54.31;47.83;162.62;162.48;206.15;197.72;12.71;12.07;192.03;210.54;209.12;176.97;620.01;597.30;669565410
1698929243.000;1;8635500032;0;0;1;40;100;0.00;0.00;0;4.2000;3.2491;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-0.505678;0.000000;-0.505678;-1.727250;0.000000;-1.727250;nan;nan;3.5797;3.2492;29.0282;9.0565;39.55;39.99;2017.00;0;19;54.02;54.03;3.02;2.87;51.28;57.76;54.35;48.37;162.66;163.02;206.15;197.72;12.71;12.07;192.03;210.54;209.26;178.82;620.15;599.15;669937652
1698939866.000;1;8638231040;0;1;1;40;100;0.00;0.00;0;4.2050;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;2.341262;2.341262;0.000000;9.060049;9.060049;0.000000;nan;nan;3.2977;4.2008;8.8047;101.7100;39.57;39.92;9020.29;0;19;54.02;54.03;3.02;2.87;51.29;57.77;56.71;48.39;165.04;163.06;206.15;197.72;12.71;12.07;192.06;210.58;218.41;178.91;629.33;599.28;670950755
1700669958.000;1;9082622464;0;0;1;40;100;0.00;0.00;0;4.2000;2.6000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-2.515683;0.000000;-2.515683;-9.212472;0.000000;-9.212472;nan;nan;4.1929;2.6001;99.7364;0.3799;24.98;26.09;9374.29;0;20;54.02;54.03;3.25;3.08;51.29;60.28;56.71;48.39;165.26;165.79;206.15;197.72;13.65;12.96;192.06;219.79;218.41;178.91;630.27;609.39;835950656
1700670501.000;1;9082762240;0;0;1;40;100;0.00;0.00;0;4.2000;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-0.022500;0.000000;-0.022500;-0.057626;0.000000;-0.057626;nan;nan;2.8202;2.5148;1.0502;0.1615;25.77;25.87;242.89;0;20;54.02;54.03;3.25;3.08;51.29;60.31;56.71;48.39;165.26;165.81;206.15;197.72;13.65;12.96;192.06;219.85;218.41;178.91;630.27;609.45;836002428
1700680875.000;1;9085422080;2;1;1;40;100;0.00;0.00;0;4.2000;2.5000;1.0000;-1.0000;0.1500;-0.1500;2.493412;66.227436;2.450714;2.450714;0.000000;9.427201;9.427201;0.000000;nan;nan;2.7339;4.1736;0.7497;99.0373;25.67;25.26;9773.69;0;20;56.47;54.03;3.25;3.08;51.29;60.31;56.71;48.39;167.71;165.81;215.58;197.72;13.65;12.96;192.06;219.85;218.41;178.91;639.69;609.45;836991743
1700690342.000;1;9087859200;2;0;1;40;100;0.00;0.00;0;4.2000;2.5000;1.0000;-1.0000;0.1500;-0.1500;2.507008;67.133856;-2.464266;0.000000;-2.464266;-9.005357;0.000000;-9.005357;100.552976;95.525241;4.1736;2.7318;99.0373;0.7422;25.26;25.65;9168.30;0;20;56.47;56.49;3.25;3.08;51.29;60.31;56.71;48.39;167.71;168.28;215.58;206.73;13.65;12.96;192.06;219.85;218.41;178.91;639.69;618.45;837894706
1700691312.000;1;9088109568;0;1;1;40;100;0.00;0.00;0;3.4109;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.173636;0.173636;0.000000;0.571318;0.571318;0.000000;nan;nan;2.7318;3.3869;0.7422;7.7060;25.65;25.21;969.70;0;20;56.47;56.49;3.25;3.08;51.46;60.31;56.71;48.39;167.89;168.28;215.58;206.73;13.65;12.96;192.63;219.85;218.41;178.91;640.27;618.45;837987189
1700695282.000;1;9089133568;0;1;1;40;100;0.00;0.00;0;3.6091;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.432133;0.432133;0.000000;1.537912;1.537912;0.000000;nan;nan;3.3950;3.6085;13.0864;30.4174;25.10;25.13;2150.29;0;20;56.47;56.49;3.25;3.08;51.93;60.34;56.71;48.39;168.36;168.31;215.58;206.73;13.65;12.96;194.30;219.97;218.41;178.91;641.93;618.57;838365895
1700699853.000;1;9090311680;0;1;1;40;100;0.00;0.00;0;3.7453;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.471401;0.471401;0.000000;1.750232;1.750232;0.000000;nan;nan;3.5948;3.7421;30.8431;49.7489;25.09;25.26;2453.30;0;20;56.47;56.49;3.25;3.08;52.44;60.38;56.71;48.39;168.87;168.35;215.58;206.73;13.65;12.96;196.19;220.10;218.41;178.91;643.82;618.70;838801825
1700704554.000;1;9091521536;0;1;1;40;100;0.00;0.00;0;3.9393;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.512711;0.512711;0.000000;1.994745;1.994745;0.000000;nan;nan;3.7285;3.9364;49.2014;69.7640;25.12;25.18;2737.19;0;20;56.47;56.49;3.25;3.08;52.99;60.42;56.71;48.39;169.42;168.39;215.58;206.73;13.65;12.96;198.33;220.24;218.41;178.91;645.96;618.84;839250027
1700709560.000;1;9092806656;0;1;1;40;100;0.00;0.00;0;4.0923;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.478256;0.478256;0.000000;1.941270;1.941270;0.000000;nan;nan;3.9251;4.0872;68.9630;88.1438;25.11;25.02;3162.80;0;20;56.47;56.49;3.25;3.08;53.51;60.46;56.71;48.39;169.93;168.43;215.58;206.73;13.65;12.96;200.42;220.38;218.41;178.91;648.05;618.99;839727575
1700750281.000;1;9097745408;0;1;1;40;100;0.00;0.00;0;4.0923;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.058241;0.058241;0.000000;0.238338;0.238338;0.000000;nan;nan;4.0734;4.0869;85.2538;87.5896;39.67;39.73;927.51;0;20;56.47;56.49;3.25;3.08;53.54;60.49;56.77;48.39;170.03;168.46;215.58;206.73;13.65;12.96;200.57;220.53;218.65;178.91;648.44;619.13;843611059
1700756747.000;1;9099411456;0;0;1;40;100;0.00;0.00;0;4.2000;3.9279;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-0.449304;0.000000;-0.449304;-1.785289;0.000000;-1.785289;nan;nan;4.0819;3.9286;87.7058;69.7839;39.76;39.66;2283.40;0;20;56.47;56.49;3.25;3.08;53.54;60.49;56.81;48.88;170.07;168.95;215.58;206.73;13.65;12.96;200.57;220.53;218.80;180.84;648.60;621.07;844227819
1700761074.000;1;9100527104;0;0;1;40;100;0.00;0.00;0;4.2000;3.7271;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-0.535233;0.000000;-0.535233;-2.030496;0.000000;-2.030496;nan;nan;3.9379;3.7272;70.5251;49.1756;39.63;39.56;2496.70;0;20;56.47;56.49;3.25;3.08;53.54;60.49;56.85;49.45;170.10;169.52;215.58;206.73;13.65;12.96;200.57;220.53;218.95;183.02;648.75;623.24;844640467
1700765355.000;1;9101631488;0;0;1;40;100;0.00;0.00;0;4.2000;3.5676;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-0.485770;0.000000;-0.485770;-1.755508;0.000000;-1.755508;nan;nan;3.7396;3.5739;50.3606;30.9841;39.69;39.79;2313.81;0;20;56.47;56.49;3.25;3.08;53.54;60.49;56.89;49.98;170.14;170.05;215.58;206.73;13.65;12.96;200.57;220.53;219.09;184.91;648.89;625.14;845048729
1700769182.000;1;9102620160;0;0;1;40;100;0.00;0.00;0;4.2000;3.2491;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-0.503184;0.000000;-0.503184;-1.718516;0.000000;-1.718516;nan;nan;3.5804;3.2492;29.1015;9.0304;39.84;40.15;2016.71;0;20;56.47;56.49;3.25;3.08;53.54;60.49;56.92;50.52;170.18;170.59;215.58;206.73;13.65;12.96;200.57;220.53;219.23;186.76;649.03;626.99;845413628
1700779787.000;1;9105346048;0;1;1;40;100;0.00;0.00;0;4.2050;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;2.326250;2.326250;0.000000;9.007524;9.007524;0.000000;nan;nan;3.3004;4.2007;8.9051;102.2010;39.75;40.20;9038.70;0;20;56.47;56.49;3.25;3.08;53.56;60.50;59.28;50.54;172.54;170.62;215.58;206.73;13.65;12.96;200.61;220.56;228.33;186.85;658.16;627.11;846425035
1702481296.000;1;9542396416;0;0;1;40;100;0.00;0.00;0;4.2000;2.6000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-2.491558;0.000000;-2.491558;-9.115703;0.000000;-9.115703;nan;nan;4.1926;2.6001;99.7262;0.3425;24.96;25.95;9354.60;0;21;56.47;56.49;3.50;3.32;53.56;63.00;59.28;50.54;172.80;173.36;215.58;206.73;14.71;13.98;200.61;229.68;228.33;186.85;659.22;637.24;1008698877
1702481864.000;1;9542542336;0;0;1;40;100;0.00;0.00;0;4.2000;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-0.023897;0.000000;-0.023897;-0.061236;0.000000;-0.061236;nan;nan;2.8321;2.5159;1.1268;0.1736;25.68;25.75;266.40;0;21;56.47;56.49;3.50;3.32;53.56;63.02;59.28;50.54;172.80;173.38;215.58;206.73;14.71;13.98;200.61;229.74;228.33;186.85;659.22;637.30;1008752899
1702492201.000;1;9545192448;2;1;1;40;100;0.00;0.00;0;4.2000;2.5000;1.0000;-1.0000;0.1500;-0.1500;2.465627;64.375132;2.421226;2.421226;0.000000;9.322077;9.322077;0.000000;nan;nan;2.7481;4.1725;0.7951;98.9943;25.58;25.17;9739.30;0;21;58.89;56.49;3.50;3.32;53.56;63.02;59.28;50.54;175.22;173.38;224.90;206.73;14.71;13.98;200.61;229.74;228.33;186.85;668.55;637.30;1009738925
1702501592.000;1;9547610624;2;0;1;40;100;0.00;0.00;0;4.2000;2.5000;1.0000;-1.0000;0.1500;-0.1500;2.481895;65.459681;-2.437806;0.000000;-2.437806;-8.902583;0.000000;-8.902583;100.684774;95.499998;4.1725;2.7405;98.9943;0.7707;25.17;25.42;9091.01;0;21;58.89;58.93;3.50;3.32;53.56;63.02;59.28;50.54;175.22;175.82;224.90;215.63;14.71;13.98;200.61;229.74;228.33;186.85;668.55;646.20;1010634517
1702502542.000;1;9547855872;0;1;1;40;100;0.00;0.00;0;3.4109;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.168809;0.168809;0.000000;0.555658;0.555658;0.000000;nan;nan;2.7405;3.3860;0.7707;7.6172;25.42;25.18;949.10;0;21;58.89;58.93;3.50;3.32;53.72;63.02;59.28;50.54;175.39;175.82;224.90;215.63;14.71;13.98;201.16;229.74;228.33;186.85;669.10;646.20;1010725036
1702506511.000;1;9548879360;0;1;1;40;100;0.00;0.00;0;3.6091;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.425562;0.425562;0.000000;1.514953;1.514953;0.000000;nan;nan;3.3958;3.6084;13.1373;30.3971;25.09;25.38;2130.39;0;21;58.89;58.93;3.50;3.32;54.19;63.06;59.28;50.54;175.85;175.86;224.90;215.63;14.71;13.98;202.81;229.86;228.33;186.85;670.75;646.33;1011103608
1702510968.000;1;9550028288;0;1;1;40;100;0.00;0.00;0;3.7453;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.465158;0.465158;0.000000;1.727454;1.727454;0.000000;nan;nan;3.5946;3.7418;30.8143;49.6800;24.91;25.14;2440.60;0;21;58.89;58.93;3.50;3.32;54.69;63.09;59.28;50.54;176.35;175.89;224.90;215.63;14.71;13.98;204.67;229.99;228.33;186.85;672.61;646.46;1011528660
1702515776.000;1;9551265792;0;1;1;40;100;0.00;0.00;0;3.9393;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.510053;0.510053;0.000000;1.984675;1.984675;0.000000;nan;nan;3.7280;3.9365;49.1497;69.8363;25.07;25.27;2735.89;0;21;58.89;58.93;3.50;3.32;55.24;63.13;59.28;50.54;176.90;175.93;224.90;215.63;14.71;13.98;206.80;230.13;228.33;186.85;674.74;646.59;1011987168
1702520787.000;1;9552551936;0;1;1;40;100;0.00;0.00;0;4.0923;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.475658;0.475658;0.000000;1.931110;1.931110;0.000000;nan;nan;3.9246;4.0873;68.8996;88.1912;24.83;25.23;3168.29;0;21;58.89;58.93;3.50;3.32;55.75;63.17;59.28;50.54;177.41;175.97;224.90;215.63;14.71;13.98;208.88;230.27;228.33;186.85;676.82;646.73;1012465012
1702535843.000;1;9556410368;0;1;1;40;100;0.00;0.00;0;4.0923;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.054930;0.054930;0.000000;0.224790;0.224790;0.000000;nan;nan;4.0741;4.0869;85.4235;87.6513;39.70;39.74;891.60;0;21;58.89;58.93;3.50;3.32;55.79;63.21;59.33;50.54;177.51;176.00;224.90;215.63;14.71;13.98;209.03;230.42;228.55;186.85;677.19;646.88;1013900908
1702541605.000;1;9557895168;0;0;1;40;100;0.00;0.00;0;4.2000;3.9279;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-0.443708;0.000000;-0.443708;-1.762656;0.000000;-1.762656;nan;nan;4.0815;3.9282;87.5691;69.6913;39.72;39.76;2271.10;0;21;58.89;58.93;3.50;3.32;55.79;63.21;59.37;51.03;177.54;176.49;224.90;215.63;14.71;13.98;209.03;230.42;228.71;188.76;677.35;648.79;1014450546
1702545912.000;1;9559005696;0;0;1;40;100;0.00;0.00;0;4.2000;3.7271;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-0.530836;0.000000;-0.530836;-2.013510;0.000000;-2.013510;nan;nan;3.9382;3.7272;70.5553;49.1670;39.70;39.64;2491.00;0;21;58.89;58.93;3.50;3.32;55.79;63.21;59.41;51.59;177.58;177.05;224.90;215.63;14.71;13.98;209.03;230.42;228.86;190.92;677.50;650.95;1014861249
1702550063.000;1;9560076288;0;0;1;40;100;0.00;0.00;0;4.2000;3.5676;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-0.484584;0.000000;-0.484584;-1.750923;0.000000;-1.750923;nan;nan;3.7400;3.5734;50.4018;30.8771;39.72;39.88;2329.30;0;21;58.89;58.93;3.50;3.32;55.79;63.21;59.45;52.12;177.62;177.58;224.90;215.63;14.71;13.98;209.03;230.42;229.00;192.81;677.64;652.84;1015257211
1702553886.000;1;9561063936;0;0;1;40;100;0.00;0.00;0;4.2000;3.2491;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-0.499346;0.000000;-0.499346;-1.705155;0.000000;-1.705155;nan;nan;3.5808;3.2492;29.1547;9.0352;39.86;40.28;2006.50;0;21;58.89;58.93;3.50;3.32;55.79;63.21;59.48;52.65;177.66;178.11;224.90;215.63;14.71;13.98;209.03;230.42;229.14;194.64;677.78;654.67;1015621710
1702564531.000;1;9563801600;0;1;1;40;100;0.00;0.00;0;4.2050;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;2.304436;2.304436;0.000000;8.925179;8.925179;0.000000;nan;nan;3.3044;4.2008;9.0532;102.5157;39.92;40.17;8966.50;0;21;58.89;58.93;3.50;3.32;55.80;63.22;61.81;52.68;180.00;178.15;224.90;215.63;14.71;13.98;209.07;230.45;238.15;194.73;686.83;654.80;1016636873
1704327831.000;1;10016720384;0;0;1;40;100;0.00;0.00;0;4.2000;2.6000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-2.460804;0.000000;-2.460804;-8.994172;0.000000;-8.994172;nan;nan;4.1925;2.6001;99.7220;0.5718;24.84;25.81;9307.60;0;22;58.89;58.93;3.77;3.59;55.80;65.68;61.81;52.68;180.27;180.87;224.90;215.63;15.84;15.08;209.07;239.45;238.15;194.73;687.96;664.89;1184803636
1704328425.000;1;10016872960;0;0;1;40;100;0.00;0.00;0;4.2000;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-0.025353;0.000000;-0.025353;-0.064972;0.000000;-0.064972;nan;nan;2.8426;2.5158;1.1939;0.1724;25.58;25.66;293.50;0;22;58.89;58.93;3.77;3.59;55.80;65.70;61.81;52.68;180.27;180.90;224.90;215.63;15.84;15.08;209.07;239.51;238.15;194.73;687.96;664.95;1184860242
1704338678.000;1;10019502080;2;1;1;40;100;0.00;0.00;0;4.2000;2.5000;1.0000;-1.0000;0.1500;-0.1500;2.425622;61.708117;2.379960;2.379960;0.000000;9.171080;9.171080;0.000000;nan;nan;2.7611;4.1716;0.8366;98.9541;25.51;25.56;9653.69;0;22;61.27;58.93;3.77;3.59;55.80;65.70;61.81;52.68;182.65;180.90;234.07;215.63;15.84;15.08;209.07;239.51;238.15;194.73;697.13;664.95;1185838106
1704348001.000;1;10021903360;2;0;1;40;100;0.00;0.00;0;4.2000;2.5000;1.0000;-1.0000;0.1500;-0.1500;2.454166;63.611048;-2.408919;0.000000;-2.408919;-8.789270;0.000000;-8.789270;101.216757;95.836812;4.1716;2.7490;98.9541;0.7978;25.56;25.50;9025.30;0;22;61.27;61.34;3.77;3.59;55.80;65.70;61.81;52.68;182.65;183.31;234.07;224.42;15.84;15.08;209.07;239.51;238.15;194.73;697.13;673.74;1186727435
1704348925.000;1;10022140928;0;1;1;40;100;0.00;0.00;0;3.4109;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.163687;0.163687;0.000000;0.538959;0.538959;0.000000;nan;nan;2.7490;3.3853;0.7978;7.5461;25.50;25.08;923.30;0;22;61.27;61.34;3.77;3.59;55.96;65.70;61.81;52.68;182.81;183.31;234.07;224.42;15.84;15.08;209.61;239.51;238.15;194.73;697.67;673.74;1186815494
1704352852.000;1;10023154176;0;1;1;40;100;0.00;0.00;0;3.6091;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.418209;0.418209;0.000000;1.489336;1.489336;0.000000;nan;nan;3.3968;3.6085;13.2004;30.4417;24.98;25.32;2121.91;0;22;61.27;61.34;3.77;3.59;56.42;65.74;61.81;52.68;183.27;183.34;234.07;224.42;15.84;15.08;211.23;239.64;238.15;194.73;699.29;673.86;1187190033
1704357251.000;1;10024288256;0;1;1;40;100;0.00;0.00;0;3.7453;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.459104;0.459104;0.000000;1.705270;1.705270;0.000000;nan;nan;3.5942;3.7418;30.7588;49.6861;25.09;25.03;2427.00;0;22;61.27;61.34;3.77;3.59;56.92;65.78;61.81;52.68;183.77;183.38;234.07;224.42;15.84;15.08;213.07;239.77;238.15;194.73;701.13;673.99;1187609383
1704362207.000;1;10025563136;0;1;1;40;100;0.00;0.00;0;3.9393;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.506197;0.506197;0.000000;1.969976;1.969976;0.000000;nan;nan;3.7273;3.9369;49.0698;69.9386;25.08;25.18;2740.50;0;22;61.27;61.34;3.77;3.59;57.46;65.81;61.81;52.68;184.31;183.42;234.07;224.42;15.84;15.08;215.18;239.90;238.15;194.73;703.24;674.13;1188082250
1704367218.000;1;10026849280;0;1;1;40;100;0.00;0.00;0;4.0923;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.472909;0.472909;0.000000;1.920193;1.920193;0.000000;nan;nan;3.9238;4.0875;68.8025;88.2989;24.87;25.06;3172.30;0;22;61.27;61.34;3.77;3.59;57.97;65.85;61.81;52.68;184.82;183.45;234.07;224.42;15.84;15.08;217.25;240.05;238.15;194.73;705.31;674.27;1188560037
1704382390.000;1;10029713408;0;1;1;40;100;0.00;0.00;0;4.0923;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.057765;0.057765;0.000000;0.236390;0.236390;0.000000;nan;nan;4.0728;4.0868;85.1400;87.5215;39.74;39.80;923.70;0;22;61.27;61.34;3.77;3.59;58.01;65.89;61.87;52.68;184.91;183.49;234.07;224.42;15.84;15.08;217.40;240.19;238.39;194.73;705.70;674.42;1190006935
1704388178.000;1;10031204864;0;0;1;40;100;0.00;0.00;0;4.2000;3.9279;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-0.436735;0.000000;-0.436735;-1.734473;0.000000;-1.734473;nan;nan;4.0813;3.9281;87.4822;69.6865;39.80;39.80;2256.40;0;22;61.27;61.34;3.77;3.59;58.01;65.89;61.91;53.15;184.95;183.97;234.07;224.42;15.84;15.08;217.40;240.19;238.54;196.61;705.86;676.30;1190558938
1704392525.000;1;10032325632;0;0;1;40;100;0.00;0.00;0;4.2000;3.7271;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-0.528007;0.000000;-0.528007;-2.002517;0.000000;-2.002517;nan;nan;3.9387;3.7272;70.6130;49.0982;39.75;39.70;2494.50;0;22;61.27;61.34;3.77;3.59;58.01;65.89;61.95;53.72;184.99;184.53;234.07;224.42;15.84;15.08;217.40;240.19;238.70;198.76;706.01;678.45;1190973597
1704396780.000;1;10033422848;0;0;1;40;100;0.00;0.00;0;4.2000;3.5676;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-0.482469;0.000000;-0.482469;-1.743140;0.000000;-1.743140;nan;nan;3.7410;3.5732;50.5015;30.8423;39.80;39.94;2334.20;0;22;61.27;61.34;3.77;3.59;58.01;65.89;61.99;54.24;185.03;185.05;234.07;224.42;15.84;15.08;217.40;240.19;238.84;200.64;706.15;680.33;1191379342
1704400767.000;1;10034452480;0;0;1;40;100;0.00;0.00;0;4.2000;3.2491;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-0.497065;0.000000;-0.497065;-1.697137;0.000000;-1.697137;nan;nan;3.5821;3.2492;29.3007;9.0468;39.97;40.36;2008.11;0;22;61.27;61.34;3.77;3.59;58.01;65.89;62.02;54.77;185.07;185.59;234.07;224.42;15.84;15.08;217.40;240.19;238.98;202.47;706.29;682.16;1191759630
1704411302.000;1;10037161984;0;1;1;40;100;0.00;0.00;0;4.2050;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;2.291297;2.291297;0.000000;8.880214;8.880214;0.000000;nan;nan;3.3045;4.2007;9.0489;103.5112;40.01;40.40;9009.90;0;22;61.27;61.34;3.77;3.59;58.02;65.90;64.34;54.80;187.40;185.62;234.07;224.42;15.84;15.08;217.44;240.23;247.94;202.56;715.30;682.28;1192764258
1706158508.000;1;10485929472;0;0;1;40;100;0.00;0.00;0;4.2000;2.6000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-0.186698;0.000000;-0.186698;-0.554075;0.000000;-0.554075;nan;nan;3.3089;2.6863;9.2351;1.6277;24.93;25.90;818.50;0;23;61.27;61.34;4.05;3.85;58.02;66.09;64.34;54.80;187.68;186.08;234.07;224.42;17.04;16.21;217.44;240.78;247.94;202.56;716.49;683.97;1359396234
1706158934.000;1;10486040064;0;0;1;40;100;0.00;0.00;0;4.2000;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-0.013048;0.000000;-0.013048;-0.033120;0.000000;-0.033120;nan;nan;2.7394;2.5205;0.7658;0.2341;25.54;25.58;126.01;0;23;61.27;61.34;4.05;3.85;58.02;66.10;64.34;54.80;187.68;186.09;234.07;224.42;17.04;16.21;217.44;240.81;247.94;202.56;716.49;684.00;1359436860
